Name ru,Name en,Transliterations,Countries,DOB,Gender,Description,Tags
Ищенко Александр Валентинович,Ishchenko Alexander Valentinovich,,"EU
CH",1970-03-09,M,"
Member of the general Council and Secretary of the Rostov Regional Branch of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.
Chairman of the Legislative Assembly of the Rostov Oblast (head of the regional parliament). Actively supports Russia's aggressive war against Ukraine and the Russian authoritarian political regime.","Top bribetakers and warmongers

“United Russia” party Functionaries

Key Local Government Officials"
Ищенко Наталья Сергеевна,Ishchenko Natalia Sergeevna,,,1986-04-08,F,"Deputy Chairman of the Government of the Kaliningrad Oblast — Minister of Sports of the Kaliningrad Oblast. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty, and independence of Ukraine. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty, and independence of Ukraine.",Key Local Government Officials
Ищенко Ростислав Владимирович,Ishchenko Rostislav Vladimirovich,,,1965-12-29,M,"Russian propagandist: political scientist, journalist; frequent invited guest and expert on propaganda shows on major state-owned TV networks, including shows of Vladimir Solovyov, Yevgeniy Satanovskiy, Armen Gasparyan; columnist at Komsomolskaya Pravda; creator and producer of internet show ""Ishchenko o Glavnom"" (""Ischenko on What Matters"") on RT-owned anti-Ukraine internet portal ukraina.ru",Propagandists
Ишмухаметов Рустам Мухаметович,Ishmukhametov Rustam Mukhametovich,,,,M,"Senior detective for the Department of Internal Affairs of the Center for Internal Affairs of the Ministry of Internal Affairs for the Republic of Bashkortostan. Involved in a fabricated ""extremism case"" against Navalny's supporters",Organizers of political repressions
Ишмуратова Светлана Ирековна,Ishmuratova Svetlana Irekovna,,,1972-04-20,F,"Russian biathlete. Deputy head of CSKA (Central Army Sports Club) for personnel work. Colonel of the Russian Armed Forces. One of the leaders of the Young Army Cadets National Movement (Yunarmiya), a Russian children's organization that supports the current political regime and the aggressive war against Ukraine.",Warmongers
Исинбаева Елена Гаджиевна,Isinbayeva Elena Gadzhievna,,,1982-06-03,F,"Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.",Presidential proxies in elections
Ислаев Азат Файзулхакович,Islaev Azat Fayzulkhakovich,,,1985-05-09,M,"Deputy Governor of Khanty–Mansi Autonomous Okrug — Yugra. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Исламов Дмитрий Викторович,Islamov Dmitry Viktorovich,,"CA
US
UK
EU
MC
CH
AU
JP",1977-12-05,M,Member of the State Duma of the Russian Federation. This state body is responsible for political and legal support of the aggressive war against Ukraine.,Members of Parliament and Senate
Исламов Марат Нуриевич,Islamov Marat Nurievich,,,1953-06-28,M,"Deputy of the Legislative Duma of the Kurgan Oblast from the United Russia party, the richest of all local deputy wives Owns a home in Montenegro. Actively supported Vladimir Putin and the 2020 amendments to the Russian Constitution",Individuals involved in corruption
Исмагилов Айрат Талгатович,Ismagilov Airat Talgatovich,,,,M,Judge of the Almetyevsk City Court of the Republic of Tatarstan. Obstructed freedom of peaceful assembly,Organizers of political repressions
Исмагилова Юлия Вячеславовна,Ismagilova Julia Vyacheslavovna,,,1981-04-16,M,"Permanent Representative of the Republic of Khakassia - Deputy Head of the Republic of Khakassia - Chairman of the Government of the Republic of Khakassia. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty, and independence of Ukraine.",Key Local Government Officials
Исмаилов Ильяс Абуевич,Ismailov Ilias Abuevich,,,,M,Editor-in-Chief of the Vesti Respubliki newspaper (owned by the Government of the Chechen Republic),Propagandists
Исмаилов Рашид Рустамович,Ismailov Rashid Rustamovich,,,1965-11-02,M,"Former director of the  JSC ""DCOA"" (Data - processing and automation center). The company manufactures and (or) develops equipment for mass surveillance of Russian Internet users",Organizers of political repressions
Исмаилов Заур Рауфович,Ismailov Zaur Raufovich,ISMAILOV Zaur Raufovich,"CA
US
UK
EU
MC
CH
AU
JP",1978-07-25,M,"Reclassified from the category: Military staff and accomplices of Russian occupation
Former Minister of Justice of the self-proclaimed Luhansk People's Republic. Assisted Russian aggression against Ukraine and the occupation of part of Ukrainian territory.",Low priority
Истомин Дмитрий Иванович,Istomin Dmitry Ivanovich,,,,M,Judge of the Tambov Regional Court. Responsible for the criminal prosecution of citizens of the Russian Federation who oppose the current political regime in Russia,Organizers of political repressions
Иценко В.В.,Itsenko V.V.,,,,M,"Warmongers / Artists:
Journalist, member of the Russian Union of Journalists. Signed an open letter of cultural figures expressing ""support for the decision of the President of Russia to launch a military operation to denazify Ukraine and protect the republics of Donbass"".",Low priority
Юмагужина Тансулпан Маратовна,Iumaguzhina Tansulpan Maratovna,,,,F,"Editor-in-Chief of the newspaper ""Abzelil"" (owned by the Press and Mass Media Agency for the Republic of Bashkortostan)",Propagandists
Юнанов Борис Геннадьевич,Iunanov Boris Gennadevich,,,1975-03-21,M,"Member of the Legislative Assembly of the Krasnodar Krai from the United Russia party, his company illegally builds up a plot in Rostov-on-Don",Individuals involved in corruption
Юнусов Мирсаит Гумарович,Iunusov Mirsait Gumarovich,,,,M,"Editor-in-Chief of the newspaper ""Yanshishma"" (owned by the Press and Mass Media Agency for the Republic of Bashkortostan)",Propagandists
Юрьев Владислав Михайлович,Iurev Vladislav Mikhailovich,,,1956-07-16,M,"Deputy of the Tambov Oblastal Duma, former rector of Tambov State University, privatized the property of the city and the university",Individuals involved in corruption
Юсупов Арсен Газимагомедович,Iusupov Arsen Gazimagomedovich,,,09.08.1976,M,"Former Managing Director and Editor-in-Chief of the Zamana newspaper (owned by the Agency of Information and Press of the Republic of Dagestan)
Acting Head of Dagestan Etnomediaholding",Propagandists
Южанинов Игорь Валентинович,Iuzhaninov Igor Valentinovich,,,,M,"Director, ""STATE TELEVISION AND RADIO BROADCASTING COMPANY ""PERM"". Involved in Russian propaganda of the war against Ukraine.",Propagandists
Южанская Вера Николаевна,Iuzhanskaia Vera Nikolaevna,,,,F,"Editor-in-Chief of the newspaper ""Nashe Vremia"" (owned by the Government of the Rostov region)",Propagandists
Ивакаев Олег Фёдорович,Ivakaev Oleg Fedorovich,,,1965-02-04,M,"Deputy Chairman of the Government of the Jewish Autonomous Oblast. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Иванаев Андрей Сергеевич,Ivanaev Andrey Sergeevich,Ivanayev Andrei Sergeyevich,"CA
UK
EU
CH
AU
JP",1972-01-19,M,"Reclassified from the category: Military staff and accomplices of Russian occupation
Official of the Ministry of Defense of the Russian Federation. Former Commander of the 20th Combined Arms Army of the Western Military District. Holds a senior position in the federal state body responsible for the military actions of the Russian armed forces against Ukraine. Heads large divisions of the Russian armed forces.",Low priority
Иванченко Ирина Ивановна,Ivanchenko Irina Ivanovna,,,,F,"Reclassified from the category: Regional press
Former Editor-in-Chief of the Krymskie Izvestia magazine (owned by the local parliament of the Republic of Crimea)",Low priority
Иванченко Сергей Николаевич,Ivanchenko Sergey Nikolaevich,,,1959-05-10,M,Rector of the Pacific State University. Signed an open letter of university rectors expressing support for the decision of the President of Russia to launch a military operation against Ukraine.,Warmongers
Иваник Михаил Степанович,Ivanik Mikhail Stepanovich,,,1965-01-08,M,"Deputy Head of the Federal Agency for Fisheries of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Иванинский Олег Иванович,Ivaninsky Oleg Ivanovich,Ivaninskiy (Ivaninsky) Oleg Ivanovich,"CA
US
UK
EU
MC
CH
AU
JP",1966-06-05,M,Member of the State Duma of the Russian Federation. This state body is responsible for political and legal support of the aggressive war against Ukraine.,Members of Parliament and Senate
Иванков Михаил Юрьевич,Ivankov Mikhail Yuryevich,,,1966-11-23,M,"Head of the Federal Service for Labor and Employment of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.


","Senior Federal Officials

Top bribetakers and warmongers"
Иванников Владимир Юрьевич,Ivannikov Vladimir Yurievich,,,1976-09-10,M,"Member of the General Council of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.",“United Russia” party Functionaries
Иванникова Екатерина Петровна,Ivannikova Ekaterina Petrovna,,,,F,Prosecutor of the Appellate Division of the Criminal Judicial Department of the Moscow Prosecutor's Office. Involved in the fabricated Yves Rocher case against Alexei and Oleg Navalny. Involved in sabotaging the investigation into the poisoning of Alexei Navalny,Organizers of political repressions
Иванов А. А.,Ivanov A. A.,,,,M,"Major Case Investigator of the Central Investigation Department of the Investigative Committee of Russia, Lieutenant Colonel of Justice. Responsible for the criminal prosecution of citizens of the Russian Federation who oppose the current political regime in Russia",Organizers of political repressions
Иванов А. П.,Ivanov A.P.,,,,M,Officer of the Ministry of Internal Affairs of Russia. Responsible for the criminal prosecution of citizens of the Russian Federation who oppose the current political regime in Russia,Organizers of political repressions
Иванов Александр Игоревич,Ivanov Alexander Igorevich,,,1968-01-23,M,"Member of the General Council and Secretary of the Karachay-Cherkessia Regional Branch of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.
Chairman of the People's Assembly (Parliament) of the Karachay-Cherkess Republic (head of the regional parliament). Actively supports Russia's aggressive war against Ukraine and the Russian authoritarian political regime.","“United Russia” party Functionaries

Key Local Government Officials"
Иванов Александр Олегович,Ivanov Alexander Olegovich,,,1971-10-05,M,"Deputy Head of the Federal Agency for Railway Transport of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Иванов Александр Юрьевич,Ivanov Alexander Yuryevich,,,1967-09-23,M,"Deputy Director of the State Feldyger Service of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Иванов Андрей Александрович,Ivanov Andrei Aleksandrovich,,,,M,"Editor-in-Chief of the newspaper ""Udmurtskaia pravda"" (owned by the Government and Parliament of the Udmurt Republic)",Propagandists
Иванов Андрей Юрьевич,Ivanov Andrey Yurevich,,,1975-11-23,M,"Member of the Board of Directors of JSC ROSNEFTEGAZ
Member of the Supervisory Board of JSC Russian Agricultural Bank",Top Management of State Owned Companies
Иванов Дмитрий Олегович,Ivanov Dmitry Olegovich,,,1967-04-18,M,Rector of the St. Petersburg State Paediatric Medical University. Signed an open letter of university rectors expressing support for the decision of the President of Russia to launch a military operation against Ukraine.,Warmongers
Иванов Дмитрий Валерьевич,Ivanov Dmitry Valerievich,,"CA
JP",1967-06-11,M,"Head of the Department of the Federal Security Service of Russia for the Chelyabinsk Oblast, a federal state body that carries out political persecution in the territory under its jurisdiction against citizens and organizations that oppose Russia's aggressive war against Ukraine and are in opposition to the current political regime in Russia.
Head of the Chelyabinsk FSB. Head of the Tomsk Department of the FSB at the time when Alexey Navalny was poisoned there by a FSB team.","Key ‘siloviki’ (security forces) figures

Organizers of political repressions"
Иванов Евгений Сергеевич,Ivanov Evgeny Sergeevich,,,1974-02-14,M,"Deputy Minister of Foreign Affairs of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Иванов Евгений Вячеславович,Ivanov Evgeny Vyacheslavovich,,,1965-04-29,M,First Deputy Chief Military Prosecutor. Deputy head of the state body responsible for ensuring the rule of law in the Russian military during the Russian invasion of Ukraine.,Key ‘siloviki’ (security forces) figures
Иванов Игорь Алексеевич,Ivanov Igor Alekseevich,,,1967-11-30,M,"Head of the Directorate of the Federal Service of the National Guard Troops of the Russian Federation for the Pskov Oblast. Heads special military units in the territory under his jurisdiction, which carried out the dispersal of peaceful protests against the Russian invasion of Ukraine and the political regime in Russia.",Key ‘siloviki’ (security forces) figures
Иванов Игорь Геннадьевич,Ivanov Igor Gennadievich,,,1966-08-10,M,"Former head of the Main Directorate of the Ministry of Interior of Russia in the Kemerovo Oblast , a federal state body that carries out political persecution in the territory under its jurisdiction against citizens and organizations that oppose Russia's aggressive war against Ukraine and are in opposition to the current political regime in Russia. Dismissed from his position on November 16, 2022.

Head of the Main Directorate of the Ministry of Interior of Russia in the Samara Oblast, a federal state body that carries out political persecution in the territory under its jurisdiction against citizens and organizations that oppose Russia's aggressive war against Ukraine and are in opposition to the current political regime in Russia.",Key ‘siloviki’ (security forces) figures
Иванов Игорь Николаевич,Ivanov Igor Nikolaevich,,,1972-09-22,M,Head of the Investigation Directorate of the Investigative Committee of the Russian Federation for the Stavropol Krai. Head of the federal state body responsible for criminal prosecution (on the territory under its jurisdiction) of citizens of the Russian Federation who oppose the Russian invasion of Ukraine and the current political regime in the Russia.,Key ‘siloviki’ (security forces) figures
Иванов Игорь Владимирович,Ivanov Igor Vladimirovich,,,1964-01-21,M,"Known as Mercurius, Metropolitan bishop of Rostov and Novocherkassk. Supported Russia's aggression against Ukraine and the actions of the Russian military.",Sellout opinion leaders
Иванов Илья Сергеевич,Ivanov Ilya Sergeevich,,,1979-06-07,M,Chairman of the Election Commission of the Voronezh Oblast. Head of the state body responsible for supporting the existing political regime in Russia through electoral fraud.,Election fraud organizers
Иванов Максим Анатольевич,Ivanov Maxim Anatolievich,Ivanov Maksim (Maxim) Anatolievich (Anatolyevich),"CA
US
UK
EU
MC
CH
AU
JP",1967-11-24,M,Member of the State Duma of the Russian Federation. This state body is responsible for political and legal support of the aggressive war against Ukraine.,Members of Parliament and Senate
Иванов Максим Евгеньевич,Ivanov Maxim Evgenievich,Ivanov Maksim (Maxim) Yevgenyevich,"CA
US
UK
EU
MC
CH
AU
JP",1987-05-23,M,"Member of the State Duma of the Russian Federation. This state body is responsible for political and legal support of the aggressive war against Ukraine.
Member of the general Council and Secretary of the Khabarovsk Regional Branch of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.","Members of Parliament and Senate

“United Russia” party Functionaries"
Иванов Михаил Александрович,Ivanov Mikhail Alexandrovich,,,1971-11-15,M,"Head of JSC ""DCOA"" (Data - processing and automation center). The company manufactures and (or) develops equipment for mass surveillance of Russian Internet users",Organizers of political repressions
Иванов Михаил Игоревич,Ivanov Mikhail Igorevich,,"EU
CH",1981-01-16,M,"Deputy Minister of Industry and Trade of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.
Financed Russia's aggressive war against Ukraine or managed finances in the interests of the Putin's regime or in order to maintain its stability by virtue of their position.","Senior Federal Officials

Top bribetakers and warmongers"
Иванов Николай Фёдорович,Ivanov Nikolai Fyodorovich,,"EU
CH",1956-06-08,M,"Russian writer and publicist, chairman of the board of the Writers' Union of Russia. Supported Russia's agression against Ukraine",Warmongers
Иванов Николай Николаевич,Ivanov Nikolai Nikolaevich,Ivanov Nikolay (Nikolai) Nikolaevich (Nikolayevich),"CA
US
UK
EU
MC
CH
AU
JP",1957-01-17,M,Member of the State Duma of the Russian Federation. This state body is responsible for political and legal support of the aggressive war against Ukraine.,Members of Parliament and Senate
Иванов Олег Борисович,Ivanov Oleg Borisovich,,,1947-12-27,M,"People's Artist of Russia, laureate of the Union State Prize, chairman of the jury of the Red Carnation international patriotic song contest-festival, composer. Signed an open letter of cultural figures expressing ""support for the decision of the President of Russia to launch a military operation to denazify Ukraine and protect the republics of Donbass"".",Warmongers
Иванов Олег Олегович,Ivanov Oleg Olegovich,,,20.12.1975,M,"Former deputy head of the administration of the Tambov Oblast, propagandist",Individuals involved in corruption
Иванов Павел Алексеевич,Ivanov Pavel Alexeevich,,,,M,"Reclassified from the category: Managers and their deputies, board members and boards of directors
Former Deputy General Director and Head of Central Directorate of Traffic Management of JSC Russian Railways",Low priority
Иванов Петр Валерьевич,Ivanov Peter Valerievich,,,1970-01-15,M,"Deputy Head of the Federal Antimonopoly Service of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Иванов Сергей Анатольевич,Ivanov Sergey Anatolyevich,,,1959-08-29,M,Rector of the State University of Transbaikalia. Signed an open letter of university rectors expressing support for the decision of the President of Russia to launch a military operation against Ukraine.,Warmongers
Иванов Сергей Борисович,Ivanov Sergey Borisovich,Ivanov Sergei Borisovich,"CA
US
UK
EU
MC
CH
AU
JP",1953-01-31,M,"As a member of the Security Council, which provides advice on and coordinates national security affairs, he was involved in shaping the policy of the Russian government, which threatens the territorial integrity, sovereignty and independence of Ukraine.
Special representative of the President of the Russian Federation on environmental protection, ecology and transport. Assists in organizing and implementing actions and policies that undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.
Chairman of the Board of Directors of OJSC Rostelecom, Member of the Rostec Supervisory Board
Chairman of the Board of Directors of PJSC Rostelecom. This Internet provider provided communication services on the territory of Ukraine during the Russian occupation through a subsidiary, Miranda-Media, using stolen equipment from Ukrainian providers. Facilitated the installation of TSPU (DPI) on their networks and the implementation of the law on the Sovereign Runet, the purpose of which is to isolate the Russian segment of the Internet and simplify censorship","War Arrangers

Senior Federal Officials

Top Management of State Owned Companies

Organizers of political repressions"
Иванов Сергей Иванович,Ivanov Sergey Ivanovich,,,1953-05-02,M,Official of the Ministry of Defense of the Russian Federation. Head of the Department of Housing and Housing Fund Management of the Ministry of Defense of the Russian Federation. Holds a senior position in the federal state body responsible for the military actions of the Russian armed forces against Ukraine.,War Arrangers
Иванов Сергей Николаевич,Ivanov Sergey Nikolaevich,,,1961-07-06,M,Member of the Board of Directors of PJSC RusHydro,Top Management of State Owned Companies
Иванов Сергей Павлович,Ivanov Sergey Pavlovich,"IVANOV Sergey Pavlovich
IVANOV Sergey Pavlovich","CA
US
UK
EU
MC
CH
AU",1952-04-19,M,"Member of the Federation Council of the Federal Assembly of the Russian Federation (upper house of the federal parliament). This state body is responsible for the political and legal support of the aggressive war against Ukraine, which included issuing permission for the use of Russian military forces outside the territory of Russia.",Members of Parliament and Senate
Иванов Сергей Сергеевич,Ivanov Sergey Sergeevich,Ivanov Sergei Sergeevich,"CA
US
UK
AU
JP",1980-10-23,M,"Member of the Board of Directors of JSC ROSNEFTEGAZ
Performs the functions of the sole executive body of PJSC ALROSA.
Member of the collegial executive body of PJSC ALROSA.
Member of the Supervisory Board of PJSC ALROSA
Member of the Board of Directors of PJSC Federal Grid Company - Rosseti (before reorganization - PJSC FGC UES)
Member of the Board of Directors of JSC Gazprombank
Financed Russia's aggressive war against Ukraine or managed finances in the interests of the Putin's regime or in order to maintain its stability by virtue of their position.","Top Management of State Owned Companies

Top bribetakers and warmongers"
Иванов Тимур Вадимович,Ivanov Timur Vadimovich,,"CA
US
UK
EU
CH
AU
JP",1975-08-15,M,"According to credible data from a public investigation, Timur Ivanov is involved in large-scale corruption in the Ministry of Defense of the Russian Federation. He participates in corruption schemes during construction in the territories of Ukraine occupied by Russia.
Deputy Minister of Defense of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.","Individuals involved in corruption

Senior Federal Officials"
Иванов Валентин Олегович,Ivanov Valentin Olegovich,,,1979-08-30,M,"Deputy Minister of Transport of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Иванов Валерий Валерьевич,Ivanov Valery Valerievich,,,,M,"Reclassified from the category: Heads of public funds
Former Head of the Department of Social Programs and Consolidated Analytical Work of the Social Insurance Fund of the Russian Federation",Low priority
Иванов Василий Васильевич,Ivanov Vasily Vasilyevich,,,1970-06-08,M,"Deputy Governor of Volgograd Oblast. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Иванов Владимир Николаевич,Ivanov Vladimir Nikolaevich,,,1957-11-22,M,"Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.",Presidential proxies in elections
Иванов Владимир Валерьевич,Ivanov Vladimir Valerievich,Ivanov Vladimir Valerievich (Valeryevich),"CA
US
UK
EU
MC
CH
AU
JP",1971-02-10,M,"Member of the State Duma of the Russian Federation. This state body is responsible for political and legal support of the aggressive war against Ukraine.
Member of the General Council of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.","Members of Parliament and Senate

“United Russia” party Functionaries"
Иванова Елена Алексеевна,Ivanova Elena Alekseevna,,,,F,"Judge of the Moscow City Court, until October 2012 – judge of the Tagansky Court. Responsible for the criminal prosecution of citizens of the Russian Federation who oppose the current political regime in Russia, including members of Pussy Riot",Organizers of political repressions
Иванова И. И.,Ivanova I. I.,,,,F,Assistant to the Zamoskvoretsky Interdistrict Prosecutor of Moscow. Responsible for the criminal prosecution of citizens of the Russian Federation who oppose the current political regime in Russia,Organizers of political repressions
Иванова Лена Степановна,Ivanova Lena Stepanovna,,,1963-12-02,F,"Member of the General Council of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.",“United Russia” party Functionaries
Иванова Надежда Юрьевна,Ivanova Nadezhda Yurievna,,,1953-06-13,F,Member of the Board of Directors of the Bank of Russia. The Bank of Russia is the state body responsible for monetary policy and maintaining financial stability in order to continue Russia's military aggression against Ukraine.,State Bankers
Иванова Ольга Владимировна,Ivanova Olga Vladimirovna,,,1966-08-21,F,"Deputy Governor of the Kaluga Oblast. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Иванова Светлана Александровна,Ivanova Svetlana Alexandrovna,,,1983-01-31,F,"Reclassified from the category: Vice-Governors
Former Deputy Chairman of the Government of the Republic of Kalmykia. Managed a regional state body of the Russian Federation that supported or implemented actions or policies that undermined or threatened the territorial integrity, sovereignty and independence of Ukraine.",Low priority
Иванова Светлана Владимировна,Ivanova Svetlana Vladimirovna,,,1981-03-12,F,"Director of the Department of Regional Development of the Government of the Russian Federation. She manages a structural subdivision of the apparatus of the supreme executive body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty, and independence of Ukraine.

Former deputy Ministry of Construction, Housing and Utilities of the Russian Federation.",Low priority
Иванова Валентина Николаевна,Ivanova Valentina Nikolaevna,,,1954-10-03,F,"Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.",Presidential proxies in elections
Ивановская Марина Евгеньевна,Ivanovskaya Marina Evgenievna,,,1975-04-07,F,"Deputy Head of the Federal Agency for State Property Management of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Ивановский Петр Сергеевич,Ivanovsky Pyotr Sergeyevich,,,1960-08-15,M,"A longtime friend of Metelsky. Was a deputy from the United Russia, was vice-president of the fund to support the United Russia in Moscow. Today he is an official adviser to the deputy chairman of the Moscow City Duma, that is, Metelsky himself. Companies owning the foreign real estate of the Metelsky family are registered in his name.",Individuals involved in corruption
Иванюженков Борис Викторович,Ivanyuzhenkov Boris Viktorovich,Ivanyuzhenkov Boris Viktorovich,"CA
US
UK
EU
MC
CH
AU
JP",1966-02-25,M,"Member of the State Duma of the Russian Federation. This state body is responsible for political and legal support of the aggressive war against Ukraine.
Linked to the Podolsk organized crime group; benefitted from money laundering operations conducted by the Russian mafia on the Mediterranean Coast and uncovered in 2020 by Spanish law enforcement in the course of Operation Testudo. Involved in and financially benefitted from corruption schemes designed to provide corrupt sources of income to politicians and government officials and their families. Owns luxury real estate properties in Russia that he registered in the name of his wife Natalia Ivanyuzhenkova and omits from his asset disclosures.","Members of Parliament and Senate

Individuals involved in corruption"
Иванюженкова Наталия Ярославовна,Ivanyuzhenkova Natalia Yaroslavovna,,,,F,Wife of Boris Ivanyuzhenkov. Financially benefitted from corruption schemes designed to provide corrupt sources of income to politicians and government officials and their families.,Individuals involved in corruption
Иващенко Александр Николаевич,Ivashchenko Aleksandr Nikolaevich,,,1964-01-26,M,"Former head of the municipal water utility of the city of Kaliningrad, accused of misappropriation of funds, escapes abroad",Individuals involved in corruption
Иващенко Вероника Николаевна,Ivashchenko Veronika Nikolayevna (Nikolaevna),,,1990-11-18,F,Russian propagandist: presenter and host at TV channel Spas,Propagandists
Иващенко Владимир Ефимович,Ivashchenko Vladimir Efimovich,,,,M,"Editor-in-Chief of the newspaper ""Mig"" (owned by the local government of the Birobidzhan)",Propagandists
Ивашко Андрей Михайлович,Ivashko Andrey Mikhaylovich,,,,M,Member of the Board of Directors of JSC GLONASS,Top Management of State Owned Companies
Ивенских Ирина Валентиновна,Ivenskikh Irina Valentinovna,,"CA
US
UK
EU
MC
CH
AU
JP",1972-07-22,F,Member of the State Duma of the Russian Federation. This state body is responsible for political and legal support of the aggressive war against Ukraine.,Members of Parliament and Senate
Ивлиева Елена Валерьевна,Iviiyeva Yelena Valeryevna,,,,F,"Russian propagandist: Director of 'Good Morning, Russia' morning news program (Russia 1 TV channel)",Propagandists
Ивин Владимир Владимирович,Ivin Vladimir Vladimirovich,,,1969-10-20,M,"Financed Russia's aggressive war against Ukraine or managed finances in the interests of the Putin's regime or in order to maintain its stability by virtue of their position.
Deputy Head of the Federal Customs Service of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.","Top bribetakers and warmongers

Senior Federal Officials"
Ивлев Андрей Анатольевич,Ivlev Andrey Anatolievich,,,,M,Propagandist. TV presenter of the program Vesti Dezhurnaya chast on Russia-1 TV channel,Propagandists
Ивлев Леонид Григорьевич,Ivlev Leonid Grigorievich,Ivlev Leonid Grigorievich (Grigoryevich),"CA
US
UK
EU
MC
CH
AU
JP",1953-05-01,M,Member of the State Duma of the Russian Federation. This state body is responsible for political and legal support of the aggressive war against Ukraine.,Members of Parliament and Senate
Ивлева Е. П.,Ivleva E. P.,,,,F,"Investigator of the 10th department of the SC for the ROPD of the GSU of the Main Directorate of the Ministry of Internal Affairs of Russia for Moscow, lieutenant of justice. Responsible for the criminal prosecution of citizens of the Russian Federation who oppose the current political regime in Russia",Organizers of political repressions
Ивлева Евгения Владимировна,Ivleva Evgenia Vladimirovna,,,1983-02-13,F,Chairman of the Election Commission of the Orenburg Oblast. Head of the state body responsible for supporting the existing political regime in Russia through electoral fraud.,Election fraud organizers
Ивойлов Валерий Михайлович,Ivoylov Valery Mikhailovich,,,1951-07-18,M,Rector of the Kemerovo State Medical University. Signed an open letter of university rectors expressing support for the decision of the President of Russia to launch a military operation against Ukraine.,Warmongers
Ижмулкина Екатерина Александровна,Izhmulkina Ekaterina Aleksandrovna,,,1978-11-23,F,Rector of the Kemerovo State Agricultural Institute. Signed an open letter of university rectors expressing support for the decision of the President of Russia to launch a military operation against Ukraine.,Warmongers
